,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP_per_G,PTS_per_G,TRB_per_G,AST_per_G,WS,WS_per_48,BPM
849,2004,CHI,Jackson Vroman,Iowa State University,2.0,87,1111,285,261,51,0,0.0,0.58,12.8,3.3,3.0,0.6,0.0,0.001,-3.9,-0.5
850,2004,WAS,Peter John Ramos,,1.0,6,20,11,4,0,0,0.0,0.5,3.3,1.8,0.7,0.0,0.0,-0.10800000000000001,-18.3,-0.1
851,2004,LAC,Lionel Chalmers,Xavier University,1.0,36,433,111,31,51,0,0.245,0.625,12.0,3.1,0.9,1.4,-0.2,-0.025,-6.3,-0.5
852,2004,ATL,Donta Smith,Southeastern Illinois College,2.0,61,560,165,66,48,0,0.308,0.65,9.2,2.7,1.1,0.8,0.5,0.043,-3.2,-0.2
853,2004,SEA,Andre Emmett,Texas Tech University,2.0,14,73,20,8,1,0,0.0,0.615,5.2,1.4,0.6,0.1,0.1,0.04,-6.8,-0.1
854,2004,ORL,Antonio Burks,University of Memphis,2.0,81,789,186,49,104,0,0.235,0.5710000000000001,9.7,2.3,0.6,1.3,0.1,0.004,-6.6,-0.9
855,2004,ATL,Royal Ivey,University of Texas at Austin,10.0,492,6162,1641,557,501,0,0.361,0.706,12.5,3.3,1.1,1.0,4.5,0.035,-3.8,-2.8
856,2004,CHI,Chris Duhon,Duke University,9.0,606,15526,3946,1364,2690,0,0.363,0.784,25.6,6.5,2.3,4.4,25.0,0.077,-1.5,2.0
857,2004,TOR,Albert Miralles,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,2004,BOS,Justin Reed,University of Mississippi,3.0,136,1436,472,186,68,0,0.0,0.752,10.6,3.5,1.4,0.5,0.5,0.016,-5.9,-1.4
859,2004,SEA,David Young,North Carolina Central University,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,2004,ATL,Viktor Sanikidze,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,2004,NYK,Trevor Ariza,"University of California, Los Angeles",12.0,795,22766,8211,3761,1674,0,0.35200000000000004,0.716,28.6,10.3,4.7,2.1,46.1,0.09699999999999999,1.6,20.8
862,2004,NOH,Tim Pickett,Florida State University,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,2004,CHA,Bernard Robinson,University of Michigan,3.0,128,1909,576,315,126,0,0.161,0.7859999999999999,14.9,4.5,2.5,1.0,2.0,0.049,-2.0,0.0
864,2004,POR,Ha Seung-Jin,,2.0,46,316,70,67,3,0,0.0,0.5,6.9,1.5,1.5,0.1,-0.2,-0.028999999999999998,-8.3,-0.5
865,2004,MIA,Pape Sow,"California State University, Fullerton",3.0,76,879,219,214,12,0,0.0,0.6779999999999999,11.6,2.9,2.8,0.2,0.8,0.044000000000000004,-4.8,-0.6
866,2004,SAC,Ricky Minard,Morehead State University,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,2004,MEM,Sergei Lishouk,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,2004,DAL,Vassilis Spanoulis,,1.0,31,272,85,22,28,0,0.172,0.81,8.8,2.7,0.7,0.9,-0.1,-0.01,-6.7,-0.3
869,2004,NJN,Christian Drejer,University of Florida,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,2004,SAS,Romain Sato,Xavier University,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,2004,MIA,Matt Freije,Vanderbilt University,2.0,42,588,133,85,27,0,0.22399999999999998,0.7140000000000001,14.0,3.2,2.0,0.6,-0.6,-0.047,-6.3,-0.6
872,2004,DET,Rickey Paulding,University of Missouri,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,2004,HOU,Luis Flores,Manhattan College,1.0,16,77,35,3,11,0,0.5,1.0,4.8,2.2,0.2,0.7,0.0,-0.02,-9.6,-0.1
874,2004,LAL,Marcus Douthit,Providence College,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,2004,SAS,Sergei Karaulov,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,2004,MIN,Blake Stepp,Gonzaga University,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,2004,IND,Rashad Wright,University of Georgia,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,2005,MIL,Andrew Bogut,University of Utah,11.0,644,18929,6654,5761,1471,0,0.125,0.5579999999999999,29.4,10.3,8.9,2.3,49.2,0.125,2.4,21.2
879,2005,ATL,Marvin Williams,University of North Carolina,11.0,785,22596,8273,4086,1019,0,0.354,0.802,28.8,10.5,5.2,1.3,48.9,0.10400000000000001,-0.5,8.6
880,2005,UTA,Deron Williams,University of Illinois at Urbana-Champaign,11.0,781,27208,13103,2472,6459,0,0.35700000000000004,0.8220000000000001,34.8,16.8,3.2,8.3,74.9,0.132,1.5,23.9
881,2005,NOH,Chris Paul,Wake Forest University,11.0,773,27725,14506,3380,7688,0,0.365,0.8640000000000001,35.9,18.8,4.4,9.9,144.1,0.249,7.5,66.4
882,2005,CHA,Raymond Felton,University of North Carolina,11.0,776,25385,9608,2459,4650,0,0.327,0.789,32.7,12.4,3.2,6.0,35.3,0.067,-0.4,10.0
883,2005,POR,Martell Webster,,10.0,580,13914,5056,1811,588,0,0.382,0.7909999999999999,24.0,8.7,3.1,1.0,24.7,0.085,-0.7,4.6
884,2005,TOR,Charlie Villanueva,University of Connecticut,11.0,656,13578,6808,3019,549,0,0.341,0.772,20.7,10.4,4.6,0.8,22.6,0.08,-1.8,0.6
885,2005,NYK,Channing Frye,University of Arizona,10.0,727,17338,6717,3525,761,0,0.386,0.8190000000000001,23.8,9.2,4.8,1.0,33.7,0.09300000000000001,0.0,8.6
886,2005,GSW,Ike Diogu,Arizona State University,6.0,225,2795,1348,689,69,0,0.5,0.7859999999999999,12.4,6.0,3.1,0.3,6.5,0.11199999999999999,-4.8,-2.0
887,2005,LAL,Andrew Bynum,,8.0,418,10690,4822,3221,490,0,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168,1.3,9.0
888,2005,ORL,Fran Vazquez,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,2005,LAC,Yaroslav Korolev,,2.0,34,168,39,16,13,0,0.25,0.625,4.9,1.1,0.5,0.4,-0.1,-0.024,-6.4,-0.2
890,2005,CHA,Sean May,University of North Carolina,4.0,119,1868,821,481,115,0,0.231,0.746,15.7,6.9,4.0,1.0,2.6,0.068,-2.4,-0.2
891,2005,MIN,Rashad McCants,University of North Carolina,4.0,249,5037,2479,506,331,0,0.368,0.741,20.2,10.0,2.0,1.3,3.6,0.035,-2.5,-0.6
892,2005,NJN,Antoine Wright,Texas A&M University,6.0,297,5714,1614,681,295,0,0.304,0.674,19.2,5.4,2.3,1.0,3.1,0.026000000000000002,-3.1,-1.5
893,2005,TOR,Joey Graham,Oklahoma State University,6.0,377,6117,2239,1058,207,0,0.3,0.815,16.2,5.9,2.8,0.5,7.8,0.061,-3.8,-2.8
894,2005,IND,Danny Granger,University of New Mexico,10.0,586,18487,9855,2888,1097,0,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,1.5,16.1
895,2005,BOS,Gerald Green,,9.0,497,10086,4978,1240,498,0,0.361,0.815,20.3,10.0,2.5,1.0,13.9,0.066,-2.3,-0.7
896,2005,MEM,Hakim Warrick,Syracuse University,8.0,526,10624,4947,2117,400,0,0.191,0.726,20.2,9.4,4.0,0.8,20.4,0.092,-3.1,-2.9
897,2005,DEN,Julius Hodge,North Carolina State University,2.0,23,98,28,15,18,0,0.0,0.5,4.3,1.2,0.7,0.8,0.0,0.003,-4.5,-0.1
898,2005,PHO,Nate Robinson,University of Washington,11.0,618,13878,6807,1446,1826,0,0.36,0.7959999999999999,22.5,11.0,2.3,3.0,27.8,0.096,0.2,7.8
899,2005,DEN,Jarrett Jack,Georgia Institute of Technology,11.0,803,22559,8877,2296,3599,0,0.34600000000000003,0.856,28.1,11.1,2.9,4.5,35.6,0.076,-1.0,5.7
900,2005,SAC,Francisco Garcia,University of Louisville,10.0,549,11853,4323,1400,747,0,0.35700000000000004,0.799,21.6,7.9,2.6,1.4,18.2,0.07400000000000001,-0.3,4.9
901,2005,HOU,Luther Head,University of Illinois at Urbana-Champaign,6.0,348,7797,2842,845,747,0,0.38799999999999996,0.773,22.4,8.2,2.4,2.1,14.7,0.09,-0.4,3.2
902,2005,SEA,Johan Petro,,8.0,473,7262,2202,1836,227,0,0.154,0.6779999999999999,15.4,4.7,3.9,0.5,5.5,0.037000000000000005,-4.2,-4.0
903,2005,DET,Jason Maxiell,University of Cincinnati,10.0,618,11379,3481,2576,266,0,0.0,0.564,18.4,5.6,4.2,0.4,20.3,0.086,-2.0,0.1
904,2005,POR,Linas Kleiza,University of Missouri,7.0,409,8185,3561,1470,321,0,0.335,0.763,20.0,8.7,3.6,0.8,13.6,0.08,-2.4,-0.9
905,2005,SAS,Ian Mahinmi,,8.0,438,7347,2248,1897,211,0,0.0,0.597,16.8,5.1,4.3,0.5,20.0,0.131,-0.3,3.1
906,2005,MIA,Wayne Simien,University of Kansas,2.0,51,507,169,99,11,0,0.0,0.8540000000000001,9.9,3.3,1.9,0.2,0.9,0.083,-4.8,-0.4
907,2005,NYK,David Lee,University of Florida,11.0,750,22816,10656,6879,1701,0,0.034,0.774,30.4,14.2,9.2,2.3,70.3,0.14800000000000002,1.5,20.3
910,2005,ATL,Salim Stoudamire,University of Arizona,3.0,157,2672,1260,214,164,0,0.366,0.882,17.0,8.0,1.4,1.0,2.2,0.04,-5.1,-2.1
911,2005,LAC,Daniel Ewing,Duke University,2.0,127,1683,431,158,174,0,0.295,0.78,13.3,3.4,1.2,1.4,0.8,0.024,-3.7,-0.7
912,2005,NOH,Brandon Bass,Louisiana State University,11.0,706,15833,6283,3319,587,0,0.2,0.8290000000000001,22.4,8.9,4.7,0.8,40.6,0.12300000000000001,-1.1,3.5
913,2005,UTA,C.J. Miles,,11.0,639,13152,6191,1523,763,0,0.35200000000000004,0.799,20.6,9.7,2.4,1.2,22.4,0.08199999999999999,-1.0,3.4
914,2005,POR,Ricky Sanchez,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,2005,MIL,Ersan Ilyasova,,8.0,527,12721,5611,3142,572,0,0.37,0.768,24.1,10.6,6.0,1.1,33.7,0.127,0.0,6.3
916,2005,LAL,Ronny Turiaf,Gonzaga University,10.0,473,8020,2209,1757,618,0,0.0,0.636,17.0,4.7,3.7,1.3,19.2,0.115,1.0,6.0
917,2005,ORL,Travis Diener,Marquette University,5.0,179,2660,854,243,432,0,0.353,0.847,14.9,4.8,1.4,2.4,5.6,0.102,-1.8,0.1
918,2005,LAL,Von Wafer,Florida State University,6.0,200,2475,1054,234,146,0,0.325,0.7509999999999999,12.4,5.3,1.2,0.7,3.3,0.064,-3.2,-0.7
919,2005,GSW,Monta Ellis,,11.0,759,27013,14228,2670,3620,0,0.313,0.774,35.6,18.7,3.5,4.8,40.9,0.073,-0.2,12.5
920,2005,TOR,Roko Ukic,,2.0,85,987,341,78,165,0,0.18899999999999997,0.746,11.6,4.0,0.9,1.9,-0.2,-0.006999999999999999,-5.4,-0.8
921,2005,GSW,Chris Taft,University of Pittsburgh,1.0,17,144,47,36,2,0,0.0,0.16699999999999998,8.5,2.8,2.1,0.1,0.5,0.155,-1.3,0.0
922,2005,NJN,Mile Ilic,,1.0,5,6,0,1,0,0,0.0,0.0,1.2,0.0,0.2,0.0,-0.2,-1.264,-53.6,-0.1
923,2005,ORL,Martynas Andriuskevicius,,1.0,6,9,0,4,0,0,0.0,0.0,1.5,0.0,0.7,0.0,0.0,0.155,0.1,0.0
924,2005,PHI,Louis Williams,,11.0,701,16442,8604,1436,2036,0,0.342,0.818,23.5,12.3,2.0,2.9,41.5,0.121,0.0,8.3
925,2005,IND,Erazem Lorbek,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,2005,MIN,Bracey Wright,Indiana University,2.0,26,325,129,39,20,0,0.324,0.794,12.5,5.0,1.5,0.8,0.5,0.068,-3.7,-0.1
927,2005,SEA,Mickael Gelabale,,3.0,145,2348,670,330,115,0,0.316,0.815,16.2,4.6,2.3,0.8,3.0,0.062,-1.9,0.0
928,2005,WAS,Andray Blatche,,9.0,564,12462,5706,3024,798,0,0.237,0.725,22.1,10.1,5.4,1.4,19.2,0.07400000000000001,-0.3,5.4
929,2005,BOS,Ryan Gomes,Providence College,8.0,487,13463,4926,2239,712,0,0.349,0.799,27.6,10.1,4.6,1.5,19.4,0.069,-1.3,2.3
930,2005,UTA,Robert Whaley,Walsh University,1.0,23,212,49,43,17,0,0.0,0.5,9.2,2.1,1.9,0.7,0.0,0.004,-3.5,-0.1
931,2005,DEN,Axel Hervelle,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,2005,BOS,Orien Greene,University of Louisiana at Lafayette,4.0,131,1555,326,195,155,0,0.212,0.642,11.9,2.5,1.5,1.2,-0.7,-0.022000000000000002,-3.8,-0.7
933,2005,NYK,Dijon Thompson,"University of California, Los Angeles",2.0,16,93,45,19,3,0,0.308,0.875,5.8,2.8,1.2,0.2,0.2,0.102,-4.3,-0.1
934,2005,SEA,Lawrence Roberts,Mississippi State University,2.0,87,1150,334,310,35,0,0.0,0.688,13.2,3.8,3.6,0.4,2.5,0.106,-1.4,0.2
935,2005,DET,Amir Johnson,,11.0,665,15015,5039,3849,755,0,0.315,0.674,22.6,7.6,5.8,1.1,45.1,0.14400000000000002,2.6,17.4
936,2005,PHO,Marcin Gortat,,9.0,595,15309,6145,4674,578,0,0.16699999999999998,0.682,25.7,10.3,7.9,1.0,48.2,0.151,0.9,11.3
937,2005,TOR,Uros Slokar,,1.0,20,72,38,14,1,0,0.5,0.6920000000000001,3.6,1.9,0.7,0.1,0.1,0.042,-7.0,-0.1
938,2005,ATL,Cenk Akyol,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,2005,DET,Alex Acker,Pepperdine University,2.0,30,234,81,29,16,0,0.32,0.5,7.8,2.7,1.0,0.5,-0.2,-0.043,-6.9,-0.3
